,возраст,профессия,семейное_положение,образование,кредит_дефолт,жилищный_кредит,кредит,взаимодействие,контакт_месяц,контакт_день_недели,контакт_количество,контакт_период,контакт_прошлый_количество,контакт_прошлый_исход,контакт_исход,Id
8028,41,техник/механик,женат/замужем,специальное,0,0,1,мобильный,8,ср,2,999,0,-,0,8028
8029,31,администриратор,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,7,ср,5,999,0,-,0,8029
8030,74,пенсионер,женат/замужем,неоконченное среднее,0,1,0,мобильный,6,пн,1,999,0,-,1,8030
8031,28,техник/механик,женат/замужем,среднее,0,1,0,домашний,5,вт,2,999,0,-,0,8031
8032,32,администриратор,женат/замужем,высшее,0,1,0,домашний,5,пт,3,999,0,-,0,8032
8033,53,техник/механик,женат/замужем,специальное,0,1,1,мобильный,9,пт,1,999,1,0,1,8033
8034,32,рабочий,женат/замужем,неоконченное среднее,0,1,0,мобильный,5,пт,2,999,0,-,0,8034
8035,29,сфера услуг,не женат/не замужем,специальное,0,1,0,домашний,6,чт,2,999,0,-,0,8035
8036,34,техник/механик,женат/замужем,специальное,0,0,0,домашний,3,пн,6,6,1,1,1,8036
8037,44,рабочий,женат/замужем,неоконченное среднее,N/A,1,0,домашний,5,пн,4,999,0,-,0,8037
8038,50,рабочий,разведен,неоконченное среднее,0,0,0,домашний,6,ср,2,999,0,-,0,8038
8039,62,пенсионер,разведен,среднее,0,1,0,мобильный,6,пт,4,999,0,-,0,8039
8040,36,безработный,не женат/не замужем,специальное,N/A,1,0,мобильный,4,пн,1,999,0,-,0,8040
8041,35,рабочий,разведен,неоконченное среднее,0,1,0,мобильный,4,пт,1,999,0,-,0,8041
8042,31,сфера услуг,разведен,среднее,0,1,0,мобильный,7,пн,1,999,0,-,0,8042
8043,25,учащийся,не женат/не замужем,специальное,0,1,0,мобильный,5,ср,2,999,0,-,0,8043
8044,34,техник/механик,не женат/не замужем,высшее,0,0,0,домашний,6,вт,1,999,0,-,0,8044
8045,34,администриратор,женат/замужем,высшее,N/A,0,0,мобильный,8,пт,1,999,0,-,0,8045
8046,38,администриратор,женат/замужем,высшее,0,0,0,мобильный,8,вт,1,999,0,-,0,8046
8047,43,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,пн,2,999,1,0,0,8047
8048,38,администриратор,женат/замужем,высшее,0,1,0,мобильный,8,чт,2,999,0,-,0,8048
8049,29,техник/механик,женат/замужем,высшее,0,1,0,домашний,7,вт,1,999,0,-,0,8049
8050,43,техник/механик,не женат/не замужем,специальное,N/A,1,0,домашний,7,ср,7,999,0,-,0,8050
8051,36,техник/механик,женат/замужем,среднее,0,1,0,мобильный,8,пн,6,999,0,-,1,8051
8052,56,менеджмент,женат/замужем,N/A,0,1,0,домашний,5,пн,1,999,0,-,0,8052
8053,58,администриратор,разведен,неоконченное среднее,N/A,1,0,домашний,5,пт,2,999,0,-,0,8053
8054,22,рабочий,не женат/не замужем,неоконченное среднее,0,1,0,домашний,5,вт,2,999,0,-,0,8054
8055,28,рабочий,разведен,среднее,0,1,0,домашний,5,пн,1,999,0,-,0,8055
8056,39,администриратор,женат/замужем,среднее,0,0,0,мобильный,5,вт,1,999,0,-,0,8056
8057,38,администриратор,женат/замужем,высшее,0,0,0,мобильный,8,чт,1,999,0,-,0,8057
8058,48,менеджмент,женат/замужем,высшее,0,0,0,мобильный,8,чт,2,999,0,-,0,8058
8059,30,самозанятый,женат/замужем,специальное,0,1,0,мобильный,5,чт,5,999,0,-,0,8059
8060,61,администриратор,женат/замужем,высшее,0,1,1,мобильный,4,вт,5,999,0,-,1,8060
8061,29,самозанятый,не женат/не замужем,высшее,0,1,0,мобильный,4,пн,1,999,0,-,0,8061
8062,37,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,6,ср,2,999,0,-,0,8062
8063,59,техник/механик,женат/замужем,специальное,0,0,1,мобильный,8,чт,2,999,0,-,0,8063
8064,45,администриратор,не женат/не замужем,неоконченное среднее,N/A,1,0,домашний,6,пт,2,999,0,-,0,8064
8065,42,техник/механик,не женат/не замужем,специальное,N/A,0,0,домашний,6,пт,4,999,0,-,0,8065
8066,30,рабочий,не женат/не замужем,неоконченное среднее,0,0,0,мобильный,8,ср,1,999,0,-,0,8066
8067,26,техник/механик,не женат/не замужем,специальное,0,N/A,N/A,мобильный,7,ср,1,999,0,-,1,8067
8068,29,рабочий,не женат/не замужем,неоконченное среднее,0,N/A,N/A,мобильный,4,вт,1,999,0,-,0,8068
8069,41,самозанятый,женат/замужем,специальное,0,1,0,мобильный,8,пт,3,999,0,-,0,8069
8070,43,сфера услуг,женат/замужем,среднее,0,1,0,домашний,6,вт,1,999,0,-,0,8070
8071,36,рабочий,женат/замужем,среднее,0,1,0,мобильный,7,ср,11,999,0,-,0,8071
8072,57,N/A,женат/замужем,N/A,N/A,1,0,мобильный,8,пн,1,999,0,-,0,8072
8073,43,сфера услуг,женат/замужем,среднее,N/A,0,0,мобильный,7,вт,19,999,0,-,0,8073
8074,32,администриратор,не женат/не замужем,высшее,0,1,1,домашний,5,пт,2,999,0,-,0,8074
8075,42,администриратор,женат/замужем,специальное,N/A,0,1,мобильный,8,вт,1,999,0,-,0,8075
8076,30,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,7,чт,1,999,0,-,0,8076
8077,31,техник/механик,не женат/не замужем,специальное,0,1,0,мобильный,11,вт,5,999,1,0,0,8077
8078,30,сфера услуг,не женат/не замужем,среднее,0,1,0,домашний,5,ср,6,999,0,-,0,8078
8079,46,техник/механик,женат/замужем,специальное,0,1,0,домашний,5,ср,2,999,0,-,0,8079
8080,57,самозанятый,женат/замужем,неоконченное среднее,0,0,0,мобильный,8,ср,1,999,0,-,0,8080
8081,54,техник/механик,женат/замужем,специальное,0,1,0,домашний,6,ср,6,999,0,-,0,8081
8082,36,сфера услуг,женат/замужем,среднее,N/A,0,0,мобильный,7,пн,1,999,0,-,0,8082
8083,33,рабочий,женат/замужем,неоконченное среднее,0,1,1,домашний,5,ср,7,999,0,-,0,8083
8084,39,администриратор,женат/замужем,высшее,0,0,0,домашний,7,пт,1,999,0,-,0,8084
8085,43,менеджмент,женат/замужем,высшее,0,0,0,мобильный,11,пн,2,999,0,-,0,8085
8086,27,сфера услуг,женат/замужем,высшее,0,0,0,мобильный,5,чт,1,999,0,-,0,8086
8087,44,техник/механик,женат/замужем,высшее,0,0,0,домашний,6,пн,4,999,0,-,0,8087
8088,50,N/A,женат/замужем,N/A,0,0,0,мобильный,10,ср,1,8,3,0,1,8088
8089,54,рабочий,женат/замужем,неоконченное среднее,0,0,0,домашний,5,чт,6,999,1,0,0,8089
8090,46,домохозяйка,разведен,специальное,N/A,0,0,мобильный,7,чт,2,999,0,-,0,8090
8091,22,сфера услуг,не женат/не замужем,неоконченное среднее,0,0,0,домашний,5,ср,1,999,0,-,0,8091
8092,59,домохозяйка,женат/замужем,неоконченное среднее,N/A,0,0,мобильный,8,чт,6,999,0,-,0,8092
8093,41,рабочий,женат/замужем,N/A,0,0,1,мобильный,5,вт,2,999,1,0,0,8093
8094,58,пенсионер,женат/замужем,неоконченное среднее,0,0,0,мобильный,7,чт,1,999,0,-,0,8094
8095,48,сфера услуг,женат/замужем,среднее,N/A,1,0,домашний,5,ср,1,999,0,-,0,8095
8096,36,рабочий,женат/замужем,неоконченное среднее,0,0,0,мобильный,5,вт,1,999,0,-,0,8096
8097,34,администриратор,женат/замужем,высшее,0,0,0,мобильный,8,ср,1,999,0,-,0,8097
8098,32,администриратор,не женат/не замужем,высшее,0,1,0,мобильный,8,чт,3,999,0,-,1,8098
8099,58,предприниматель,женат/замужем,неоконченное среднее,0,0,0,мобильный,11,пн,2,999,0,-,0,8099
8100,30,администриратор,не женат/не замужем,высшее,N/A,1,0,мобильный,5,пн,1,999,0,-,0,8100
8101,39,менеджмент,женат/замужем,высшее,0,1,0,мобильный,9,вт,3,999,0,-,1,8101
8102,31,рабочий,женат/замужем,неоконченное среднее,0,1,0,домашний,6,пт,12,999,0,-,0,8102
8103,37,администриратор,не женат/не замужем,среднее,0,0,0,мобильный,5,пт,11,999,0,-,0,8103
8104,43,администриратор,не женат/не замужем,среднее,0,0,1,домашний,6,чт,2,999,0,-,0,8104
8105,35,домохозяйка,женат/замужем,высшее,0,1,0,мобильный,5,пн,2,999,0,-,0,8105
8106,35,администриратор,женат/замужем,среднее,0,1,1,домашний,7,чт,1,999,0,-,0,8106
8107,49,сфера услуг,разведен,неоконченное среднее,N/A,1,0,домашний,5,вт,1,999,0,-,0,8107
